"V1"	"V2"	"V3"	"V4"
"Poa_pra"	"Dac_glo"	"Lol_per"	"44.5223488168273"
"Poa_pra"	"Dac_glo"	"Arr_ela"	"34.1805433829974"
"Poa_pra"	"Dac_glo"	"Fes_rub"	"34.5311130587204"
"Poa_pra"	"Dac_glo"	"Fes_pra"	"44.3470639789658"
"Poa_pra"	"Dac_glo"	"Tri_fla"	"33.9176161262051"
"Poa_pra"	"Dac_glo"	"Ely_rep"	"35.407537248028"
"Poa_pra"	"Dac_glo"	"Tri_pra"	"49.8685363716039"
"Poa_pra"	"Dac_glo"	"Ran_rep"	"26.205083260298"
"Poa_pra"	"Dac_glo"	"Bro_ere"	"7.011393514461"
"Poa_pra"	"Dac_glo"	"Ran_acr"	"27.9579316389132"
"Poa_pra"	"Dac_glo"	"Bro_hor"	"36.1086765994741"
"Poa_pra"	"Dac_glo"	"Pla_lan"	"56.3540753724803"
"Poa_pra"	"Dac_glo"	"Ant_syl"	"29.7984224364592"
"Poa_pra"	"Dac_glo"	"Her_sph"	"23.4005258545136"
"Poa_pra"	"Dac_glo"	"Gal_mol"	"38.8255915863278"
"Poa_pra"	"Dac_glo"	"Hol_lan"	"19.8948290972831"
"Poa_pra"	"Dac_glo"	"Hel_pub"	"15.9509202453988"
"Poa_pra"	"Dac_glo"	"Car_hir"	"6.13496932515337"
"Poa_pra"	"Dac_glo"	"Bra_pin"	"3.94390885188431"
"Poa_pra"	"Dac_glo"	"Pha_aru"	"2.19106047326906"
"Poa_pra"	"Tri_rep"	"Tar_off"	"64.8553900087642"
"Poa_pra"	"Tri_rep"	"Lol_per"	"42.418930762489"
"Poa_pra"	"Tri_rep"	"Arr_ela"	"25.5039439088519"
"Poa_pra"	"Tri_rep"	"Fes_rub"	"29.1849255039439"
"Poa_pra"	"Tri_rep"	"Fes_pra"	"38.1244522348817"
"Poa_pra"	"Tri_rep"	"Tri_fla"	"29.4478527607362"
"Poa_pra"	"Tri_rep"	"Ely_rep"	"32.4276950043821"
"Poa_pra"	"Tri_rep"	"Tri_pra"	"47.8527607361963"
"Poa_pra"	"Tri_rep"	"Ran_rep"	"25.6792287467134"
"Poa_pra"	"Tri_rep"	"Bro_ere"	"6.39789658194566"
"Poa_pra"	"Tri_rep"	"Ran_acr"	"27.3444347063979"
"Poa_pra"	"Tri_rep"	"Bro_hor"	"31.9894829097283"
"Poa_pra"	"Tri_rep"	"Pla_lan"	"53.6371603856267"
"Poa_pra"	"Tri_rep"	"Ant_syl"	"23.0499561787905"
"Poa_pra"	"Tri_rep"	"Her_sph"	"19.8948290972831"
"Poa_pra"	"Tri_rep"	"Gal_mol"	"31.6389132340053"
"Poa_pra"	"Tri_rep"	"Hol_lan"	"18.0543382997371"
"Poa_pra"	"Tri_rep"	"Hel_pub"	"15.1621384750219"
"Poa_pra"	"Tri_rep"	"Car_hir"	"6.3102541630149"
