"combos","SND","SFD","overlap","differential","feasibility","pair_to_all","LUI"
"Alo_pra.Arr_ela.Hel_pub",0.293242746744832,20.2902188036736,0.207,-0.012,0,0.666666666666667,1
"Alo_pra.Arr_ela.Bra_pin",0.833475057040973,24.1114324377563,0.794,-0.015,1,1,1
"Alo_pra.Fes_rub.Fes_pra",1.10405319657858,40.1015003163129,0.959,0.031,1,1,1
"Alo_pra.Fes_rub.Tri_pra",0.883557115523995,11.0169080688492,0.71,0.022,1,1,1
"Alo_pra.Fes_rub.Ran_rep",1.49592498195653,39.5296893112271,1,0,1,1,1
"Alo_pra.Fes_rub.Bro_ere",0.666036803800508,14.9832002853914,0.587,-0.0740000000000001,1,1,1
"Alo_pra.Fes_rub.Ran_acr",1.40189230850661,46.1289349513292,0.958,-0.012,1,1,1
"Alo_pra.Fes_rub.Bro_hor",1.19875836387018,36.5748204017602,0.945,0.019,1,1,1
"Alo_pra.Fes_rub.Pla_lan",1.60020900968202,29.7626037295036,0.948,-0.015,1,1,1
"Alo_pra.Fes_rub.Ach_mil",0.787182748494187,51.8990526281622,0.685,0.0379999999999999,0,0.666666666666667,1
"Alo_pra.Fes_rub.Ant_syl",0.832887200106923,29.6970718641822,0.716,0.019,1,1,1
"Alo_pra.Fes_rub.Her_sph",0.235060636028819,18.5750228852514,0.172,0.059,0,0.333333333333333,1
"Alo_pra.Fes_rub.Hel_pub",0.862610293701762,10.7797751624077,0.482,0.096,1,1,1
"Alo_pra.Fes_rub.Bra_pin",1.00809617852416,23.9260739653346,0.74,-0.043,1,1,1
"Alo_pra.Fes_pra.Tri_pra",0.928926162570131,28.1666125294752,0.831,-0.025,1,1,1
"Alo_pra.Fes_pra.Ran_rep",1.32499681387006,48.4643751414991,0.954,0.042,1,1,1
"Alo_pra.Fes_pra.Bro_ere",0.907719809357969,30.8128339303838,0.853,0.00800000000000001,1,1,1
"Alo_pra.Fes_pra.Ran_acr",1.20968093970633,53.5447178365949,0.922,0.0119999999999999,1,1,1
"Alo_pra.Fes_pra.Bro_hor",1.05962386265978,44.5502835230703,0.964,0.021,1,1,1
"Alo_pra.Fes_pra.Pla_lan",1.35471827110172,38.1292649261667,0.952,0.034,1,1,1
"Alo_pra.Fes_pra.Ach_mil",1.31415352767868,48.4619121267333,0.957,0.03,1,1,1
"Alo_pra.Fes_pra.Ant_syl",0.900913667812485,32.5358409305195,0.758,-0.0559999999999999,1,1,1
"Alo_pra.Fes_pra.Her_sph",0.219609972352194,29.476116072955,0.23,-0.00799999999999998,0,0.666666666666667,1
"Alo_pra.Fes_pra.Hel_pub",0.603626519220228,20.8788954008666,0.509,-0.043,1,1,1
"Alo_pra.Fes_pra.Bra_pin",1.06813852216616,27.1481550076469,0.895,-0.018,1,1,1
"Alo_pra.Tri_pra.Ran_rep",1.02599293681452,28.0148276238611,0.839,0.0650000000000001,1,1,1
"Alo_pra.Tri_pra.Bro_ere",0.760692726588242,3.9054626957141,0.711,-0.019,1,1,1
"Alo_pra.Tri_pra.Ran_acr",1.1488154572945,35.6479263179681,0.819,0.0770000000000001,1,1,1
"Alo_pra.Tri_pra.Bro_hor",1.01012377433364,22.9433901159514,0.867,0.0580000000000001,1,1,1
"Alo_pra.Tri_pra.Pla_lan",1.17766993947885,21.9518175230274,0.878,0.099,1,1,1
"Alo_pra.Tri_pra.Ach_mil",0.998074765069863,34.8581076951678,0.875,0.074,1,0.666666666666667,1
"Alo_pra.Tri_pra.Ant_syl",0.729832839567938,23.7831651384529,0.714,-0.0600000000000001,1,1,1
"Alo_pra.Tri_pra.Her_sph",0.195535431150468,24.4480078449412,0.202,-0.025,0,0.333333333333333,1
"Alo_pra.Tri_pra.Hel_pub",0.426375384084659,13.4122658855519,0.419,-0.056,1,1,1
"Alo_pra.Tri_pra.Bra_pin",0.739957823070151,15.0887025701109,0.737,-0.026,1,1,1
"Alo_pra.Ran_rep.Ran_acr",1.25662445349377,60.7336285748063,0.886,0.021,1,1,1
"Alo_pra.Ran_rep.Bro_hor",1.43002390406853,46.0142574072872,1,0,1,1,1
"Alo_pra.Ran_rep.Pla_lan",1.23194632512533,50.6552416070312,0.884,0.044,1,1,1
"Alo_pra.Ran_rep.Ach_mil",1.24797287987733,59.2984873098788,0.95,0.03,1,1,1
"Alo_pra.Ran_rep.Ant_syl",0.960133372122299,39.1376459643432,0.775,0.0639999999999999,1,1,1
"Alo_pra.Ran_rep.Her_sph",0.345169559279224,21.4657975600374,0.241,0.077,0,0.666666666666667,1
"Alo_pra.Ran_rep.Hel_pub",0.59106476269407,25.3496628014346,0.443,0.0599999999999999,1,1,1
"Alo_pra.Bro_ere.Bro_hor",0.926874020134065,23.698175401223,0.813,-0.0620000000000001,1,1,1
"Alo_pra.Bro_ere.Pla_lan",1.103263294372,23.3094119611494,0.886,-0.005,1,1,1
"Alo_pra.Bro_ere.Ach_mil",0.836023406494685,30.5043828730866,0.729,-0.085,1,1,1
"Alo_pra.Bro_ere.Ant_syl",0.711609232064341,20.7021051836058,0.692,-0.013,1,1,1
"Alo_pra.Bro_ere.Her_sph",0.211936794128978,20.0956344846329,0.2,0.005,0,0.333333333333333,1
"Alo_pra.Bro_ere.Hel_pub",0.134386285361091,10.8469988985413,0.114,-0.00700000000000001,0,0.666666666666667,1
"Alo_pra.Bro_ere.Bra_pin",1.17085457208666,24.8132844100223,0.843,0.05,1,1,1
"Alo_pra.Ran_acr.Bro_hor",1.37349606717978,50.3571820901248,0.967,-0.012,1,1,1
"Alo_pra.Ran_acr.Pla_lan",1.35865604538798,51.265083451977,0.915,0.01,1,1,1
"Alo_pra.Ran_acr.Ach_mil",1.44914465541378,60.9456174692486,0.971,0.026,1,1,1
"Alo_pra.Ran_acr.Ant_syl",1.07438866499443,39.6732659244446,0.777,0.0680000000000001,1,1,1
"Alo_pra.Ran_acr.Her_sph",0.329276416474488,27.1095464266253,0.185,0.095,0,0.333333333333333,1
"Alo_pra.Ran_acr.Hel_pub",0.78332221358561,19.4074214743876,0.455,0.157,1,1,1
"Alo_pra.Ran_acr.Bra_pin",1.10556863653105,38.9038226280132,0.87,-0.038,1,1,1
"Alo_pra.Bro_hor.Pla_lan",1.20809652450535,41.0108253076287,0.959,-0.00600000000000001,1,1,1
"Alo_pra.Bro_hor.Ach_mil",1.25386229820057,50.3859637871831,1,0,1,1,1
"Alo_pra.Bro_hor.Ant_syl",0.927967044638289,31.3341363987864,0.852,0.051,1,1,1
"Alo_pra.Bro_hor.Her_sph",0.310062345152793,15.9645611857547,0.222,0.03,0,0.666666666666667,1
"Alo_pra.Bro_hor.Hel_pub",0.539207773618563,19.9788517483007,0.475,0.00800000000000001,1,1,1
"Alo_pra.Pla_lan.Ach_mil",1.18993163908601,51.6589735630151,0.926,-0.0079999999999999,1,1,1
"Alo_pra.Pla_lan.Ant_syl",1.00344244995717,31.0409587959959,0.818,0.0580000000000001,1,1,1
"Alo_pra.Pla_lan.Her_sph",0.314296473821196,16.2311332611362,0.22,0.067,0,0.333333333333333,1
"Alo_pra.Pla_lan.Hel_pub",0.657845156078766,18.8167618013475,0.507,0.104,1,1,1
"Alo_pra.Pla_lan.Bra_pin",0.663510531256644,32.2234639065601,0.568,-0.051,1,1,1
"Alo_pra.Ach_mil.Ant_syl",0.944652000245842,40.9714254130663,0.811,0.03,1,1,1
"Alo_pra.Ach_mil.Her_sph",0.279032579316246,30.8923118709684,0.231,0.053,0,0.666666666666667,1
"Alo_pra.Ach_mil.Hel_pub",0.541307073608366,26.3715639550958,0.432,0.032,1,1,1
"Alo_pra.Ach_mil.Bra_pin",1.00762110150352,39.6198578846003,0.899,-0.03,1,1,1
"Alo_pra.Ant_syl.Her_sph",0.216614067852309,15.6908427401216,0.178,0.015,0,0.333333333333333,1
"Alo_pra.Ant_syl.Hel_pub",0.36323627345647,25.9231980542775,0.375,-0.047,0,0.666666666666667,1
"Alo_pra.Ant_syl.Bra_pin",0.767320002739904,21.8164036584615,0.757,-0.033,1,1,1
"Alo_pra.Her_sph.Hel_pub",0.119172871095708,24.1773898878556,0.1,-0.024,0,0.333333333333333,1
"Alo_pra.Hel_pub.Bra_pin",0.540587673832058,7.72172518596198,0.459,0.025,1,1,1
"Dac_glo.Tri_rep.Arr_ela",1.81637402520783,25.3314925455654,0.747,-0.12,1,1,1
"Dac_glo.Tri_rep.Fes_rub",1.74635389289683,22.1547020014382,0.609,0.341,1,1,1
"Dac_glo.Tri_rep.Fes_pra",2.4348104078034,45.796650342576,1,0,1,1,1
"Dac_glo.Tri_rep.Tri_pra",1.40973154298449,31.3625061511727,0.83,0.146,0,0.666666666666667,1
"Dac_glo.Tri_rep.Ran_rep",1.6873919394034,37.2401406013376,0.951,0.04,1,1,1
"Dac_glo.Tri_rep.Bro_ere",0.857564558684969,9.5027696998704,0.415,-0.269,1,1,1
"Dac_glo.Tri_rep.Ran_acr",1.32312330009745,35.8489536276061,0.661,-0.104,1,1,1
"Dac_glo.Tri_rep.Bro_hor",1.90373326726058,50.5930985172197,0.948,-0.024,1,1,1
"Dac_glo.Tri_rep.Pla_lan",1.06363836997796,11.3531465237365,0.572,0.153,1,1,1
"Dac_glo.Tri_rep.Ach_mil",1.95832787405148,38.8946172861664,0.876,0.098,1,1,1
"Dac_glo.Tri_rep.Ant_syl",0.981547109106211,5.37235788989561,0.51,0.0810000000000001,1,1,1
"Dac_glo.Tri_rep.Her_sph",2.5185738108798,90.2068785155297,0.943,-0.042,0,0.666666666666667,1
"Dac_glo.Tri_rep.Hel_pub",1.40549832977914,36.3500799381872,0.456,-0.12,1,0.666666666666667,1
"Dac_glo.Tri_rep.Bra_pin",1.18155516730285,2.09845000695228,0.565,-0.092,1,1,1
"Dac_glo.Arr_ela.Fes_rub",0.863908855712405,16.5127259322231,0.501,0.0269999999999999,1,1,1
"Dac_glo.Arr_ela.Fes_pra",1.28650352347515,28.1216722858742,0.71,0.03,1,0.666666666666667,1
"Dac_glo.Arr_ela.Tri_pra",0.893229243763263,42.7358066478332,0.585,-0.109,0,0.666666666666667,1
"Dac_glo.Arr_ela.Ran_rep",0.976518812019851,24.9323933891333,0.75,-0.0639999999999999,1,1,1
"Dac_glo.Arr_ela.Bro_ere",0.63961533831471,14.6117967307605,0.442,-0.15,1,1,1
"Dac_glo.Arr_ela.Ran_acr",1.15781680190865,34.916526660999,0.608,0.035,1,1,1
"Dac_glo.Arr_ela.Bro_hor",1.12727149154726,27.1695183039581,0.691,-0.115,1,1,1
"Dac_glo.Arr_ela.Pla_lan",0.794263162413316,11.1472830855786,0.443,0.23,1,1,1
"Dac_glo.Arr_ela.Ach_mil",1.47953206158521,27.3905227310167,0.709,0.265,1,1,1
"Dac_glo.Arr_ela.Ant_syl",0.964614385052558,14.6814956044231,0.489,0.282,1,1,1
"Dac_glo.Arr_ela.Her_sph",1.72013271938026,51.3667064626093,0.843,0.0750000000000001,1,0.666666666666667,1
"Dac_glo.Arr_ela.Hel_pub",0.48562863871307,31.246956749638,0.264,-0.084,0,0.666666666666667,1
"Dac_glo.Arr_ela.Bra_pin",0.68763763096805,7.08456563057636,0.519,-0.0670000000000001,1,1,1
"Dac_glo.Fes_rub.Fes_pra",1.10001318939736,25.7886273551682,0.636,-0.012,1,1,1
"Dac_glo.Fes_rub.Tri_pra",0.804978978154532,34.7247200445147,0.551,-0.0319999999999999,1,1,1
"Dac_glo.Fes_rub.Ran_rep",0.859710283717911,25.342669319072,0.568,0.041,1,1,1
"Dac_glo.Fes_rub.Bro_ere",0.435870357618013,18.6617251977042,0.342,-0.039,1,1,1
"Dac_glo.Fes_rub.Ran_acr",0.667184611089676,29.8165139313077,0.485,-0.036,1,1,1
"Dac_glo.Fes_rub.Bro_hor",1.13491119171453,23.0592296336564,0.643,0.115,1,1,1
"Dac_glo.Fes_rub.Pla_lan",0.448500914545391,35.4404457623678,0.286,-0.196,0,1,1
"Dac_glo.Fes_rub.Ach_mil",0.586629785860634,30.3256377196472,0.4,0.077,0,0.666666666666667,1
"Dac_glo.Fes_rub.Ant_syl",0.416422158796561,24.7187690460491,0.335,-0.113,1,1,1
"Dac_glo.Fes_rub.Her_sph",1.1063745995392,37.4215961337608,0.475,0.315,0,0.333333333333333,1
"Dac_glo.Fes_rub.Hel_pub",1.31445347311205,25.9819313247885,0.502,0.193,1,1,1
"Dac_glo.Fes_rub.Bra_pin",0.567976433284145,25.5975401693824,0.345,-0.159,0,1,1
"Dac_glo.Fes_pra.Tri_pra",1.5353273620787,30.6731734354371,1,0,1,1,1
"Dac_glo.Fes_pra.Ran_rep",1.4170255983565,27.8056802291936,0.948,0.039,1,1,1
"Dac_glo.Fes_pra.Bro_ere",0.909888642640897,20.52021685675,0.67,-0.0269999999999999,1,1,1
"Dac_glo.Fes_pra.Ran_acr",1.05169326022334,28.6844777001968,0.76,-0.029,1,1,1
"Dac_glo.Fes_pra.Bro_hor",1.77490241088865,37.4043955938295,0.97,0.022,1,1,1
"Dac_glo.Fes_pra.Pla_lan",0.815706270110971,18.2563129906638,0.574,0.005,1,1,1
"Dac_glo.Fes_pra.Ach_mil",1.60345503424121,30.1694193661908,0.866,0.013,1,1,1
"Dac_glo.Fes_pra.Ant_syl",0.805090268511968,8.47809316435528,0.532,-0.013,1,1,1
"Dac_glo.Fes_pra.Her_sph",1.81233650305711,73.4533665849405,0.814,0.143,0,0.666666666666667,1
"Dac_glo.Fes_pra.Hel_pub",1.79669922551076,15.7303357429734,0.701,-0.0690000000000001,1,1,1
"Dac_glo.Fes_pra.Bra_pin",1.09375107252337,11.1632526927718,0.757,-0.015,1,1,1
"Dac_glo.Tri_pra.Ran_rep",0.985231604192974,41.7197097265336,0.912,-0.001,1,1,1
"Dac_glo.Tri_pra.Bro_ere",0.691774795583126,16.6910763792638,0.61,-0.03,1,1,1
"Dac_glo.Tri_pra.Ran_acr",0.887599337363076,50.8233908901973,0.768,-0.0409999999999999,0,1,1
"Dac_glo.Tri_pra.Bro_hor",1.45510334190841,31.8133729042557,0.975,0.019,1,1,1
"Dac_glo.Tri_pra.Pla_lan",0.662346407818003,43.4953749837344,0.585,0.003,1,1,1
"Dac_glo.Tri_pra.Ach_mil",1.14459454298321,43.8086120480866,0.855,0.015,1,0.666666666666667,1
"Dac_glo.Tri_pra.Ant_syl",0.626096096589739,41.7434248809762,0.559,-0.014,1,1,1
"Dac_glo.Tri_pra.Her_sph",1.2757629331139,37.5533551597552,0.825,0.0670000000000001,0,0.333333333333333,1
"Dac_glo.Tri_pra.Hel_pub",1.14704853621809,9.69646981406207,0.623,0.0409999999999999,1,1,1
"Dac_glo.Tri_pra.Bra_pin",0.716233611479138,29.6617044097396,0.649,-0.0099999999999999,1,1,1
"Dac_glo.Ran_rep.Bro_ere",0.658151922510438,27.5454444737324,0.633,-0.0599999999999999,1,1,1
"Dac_glo.Ran_rep.Ran_acr",0.711909445648947,25.3290420782541,0.702,-0.044,1,1,1
"Dac_glo.Ran_rep.Bro_hor",1.333500023159,32.3275624717708,0.924,0.003,1,1,1
"Dac_glo.Ran_rep.Pla_lan",0.525360497803325,25.390005461232,0.546,-0.00800000000000001,1,1,1
"Dac_glo.Ran_rep.Ach_mil",0.966357447305108,28.6980778558828,0.799,-0.0119999999999999,1,1,1
"Dac_glo.Ran_rep.Ant_syl",0.559262701378145,15.5829350696868,0.56,-0.017,1,1,1
"Dac_glo.Ran_rep.Her_sph",1.60197703657629,55.2853669327118,0.927,0.0469999999999999,0,0.666666666666667,1
"Dac_glo.Ran_rep.Hel_pub",0.994499211962658,36.3261106944323,0.61,-0.0760000000000001,0,1,1
"Dac_glo.Ran_rep.Bra_pin",0.702541599131112,22.529498922403,0.698,-0.00700000000000001,1,1,1
"Dac_glo.Bro_ere.Ran_acr",0.555370673214229,30.8167829234257,0.529,-0.0379999999999999,1,1,1
"Dac_glo.Bro_ere.Bro_hor",0.76517237732563,19.6763246320333,0.509,-0.181,1,1,1
"Dac_glo.Bro_ere.Pla_lan",0.467686427759414,27.8724192409552,0.376,0.119,1,1,1
"Dac_glo.Bro_ere.Ach_mil",0.626517769723939,24.2145337963898,0.494,-0.043,1,1,1
"Dac_glo.Bro_ere.Ant_syl",0.428033853693608,25.9705956731466,0.383,0.06,1,1,1
"Dac_glo.Bro_ere.Her_sph",0.553508041758856,24.4438397235478,0.334,-0.256,0,0.333333333333333,1
"Dac_glo.Bro_ere.Hel_pub",0.171345678680452,11.7404155190107,0.099,-0.024,0,0.666666666666667,1
"Dac_glo.Bro_ere.Bra_pin",0.806768676442376,28.3557957627558,0.523,0.168,1,1,1
"Dac_glo.Ran_acr.Bro_hor",1.08041803951401,31.4830979759389,0.712,-0.034,1,1,1
"Dac_glo.Ran_acr.Pla_lan",0.486989509609102,21.6363993492114,0.418,0.012,1,1,1
"Dac_glo.Ran_acr.Ach_mil",0.957714491424782,25.4183734441459,0.636,0.109,1,1,1
"Dac_glo.Ran_acr.Ant_syl",0.520469861311897,12.0115001048618,0.447,0.052,1,1,1
"Dac_glo.Ran_acr.Her_sph",0.996670054558101,53.7821018030472,0.63,-0.083,0,0.333333333333333,1
"Dac_glo.Ran_acr.Hel_pub",1.09578631550957,31.837362874599,0.622,0.018,1,1,1
"Dac_glo.Ran_acr.Bra_pin",0.623845418636701,24.8085708148879,0.622,-0.03,1,1,1
"Dac_glo.Bro_hor.Pla_lan",0.781675057291102,12.7675649274933,0.514,0.117,1,1,1
"Dac_glo.Bro_hor.Ach_mil",1.50082314369656,32.2416806821698,0.849,0.133,1,1,1
"Dac_glo.Bro_hor.Ant_syl",0.836941244917096,7.97632655757339,0.571,0.137,1,1,1
"Dac_glo.Bro_hor.Her_sph",2.17248670741128,71.0665988560002,0.939,0.00800000000000001,0,0.666666666666667,1
"Dac_glo.Bro_hor.Hel_pub",1.1052175977938,35.6969308296848,0.586,-0.152,1,1,1
"Dac_glo.Bro_hor.Bra_pin",0.923070167020052,15.1463603573849,0.655,-0.027,1,1,1
"Dac_glo.Pla_lan.Ach_mil",0.54692960762219,26.1370981550647,0.465,-0.0979999999999999,1,1,1
"Dac_glo.Pla_lan.Ant_syl",0.328551515386703,23.3547768188106,0.302,-0.113,0,1,1
"Dac_glo.Pla_lan.Her_sph",0.90880173205043,31.2286238190547,0.493,0.16,0,0.333333333333333,1
"Dac_glo.Pla_lan.Hel_pub",0.910661082282275,21.227953834008,0.37,0.32,1,1,1
"Dac_glo.Pla_lan.Bra_pin",0.319788538046183,15.8436475722399,0.308,-0.025,1,1,1
"Dac_glo.Ach_mil.Ant_syl",0.598759919750233,18.5618008245503,0.486,-0.103,1,1,1
"Dac_glo.Ach_mil.Her_sph",1.61807185675119,61.9658739870347,0.803,0.0890000000000001,0,0.666666666666667,1
"Dac_glo.Ach_mil.Hel_pub",1.22711771571854,25.3205091161633,0.562,0.034,1,1,1
"Dac_glo.Ach_mil.Bra_pin",0.775061374090537,24.8729925209225,0.65,-0.0509999999999999,1,1,1
"Dac_glo.Ant_syl.Her_sph",1.08588312790262,37.9312721126556,0.583,0.215,0,0.333333333333333,1
"Dac_glo.Ant_syl.Hel_pub",0.702836917962771,29.823685669542,0.263,0.29,0,0.666666666666667,1
"Dac_glo.Ant_syl.Bra_pin",0.450661860253357,18.7100472014459,0.437,-0.04,1,1,1
"Dac_glo.Her_sph.Hel_pub",1.03717848065575,51.2025089863914,0.488,-0.168,0,0.333333333333333,1
"Dac_glo.Her_sph.Bra_pin",0.948552864826312,32.2195363943374,0.597,-0.083,0,0.333333333333333,1
"Dac_glo.Hel_pub.Bra_pin",0.988422476159844,10.7026760435745,0.569,0.015,1,1,1
"Tri_rep.Arr_ela.Fes_rub",1.45136825003565,12.9725578836842,0.804,0.0269999999999999,1,1,1
"Tri_rep.Arr_ela.Fes_pra",1.17986704049813,44.4939393298933,0.839,0.023,0,0.666666666666667,1
"Tri_rep.Arr_ela.Tri_pra",0.876952558154807,43.1740268343078,0.631,0.086,0,0.333333333333333,1
"Tri_rep.Arr_ela.Ran_rep",1.34048945622413,25.6439992391641,0.923,-0.0129999999999999,1,1,1
"Tri_rep.Arr_ela.Bro_ere",0.997837522645897,20.4215498598322,0.7,-0.113,1,1,1
"Tri_rep.Arr_ela.Ran_acr",1.7522704454426,41.3205682731321,0.855,-0.023,1,1,1
"Tri_rep.Arr_ela.Bro_hor",1.15669646090799,21.7646383299368,0.854,-0.011,1,1,1
"Tri_rep.Arr_ela.Pla_lan",1.65800375774421,10.4223500900412,0.971,0.014,1,1,1
"Tri_rep.Arr_ela.Ach_mil",1.72375461530123,51.9114998183271,0.987,0.013,1,1,1
"Tri_rep.Arr_ela.Ant_syl",1.76881546918811,28.2451616320098,0.944,0.005,1,1,1
"Tri_rep.Arr_ela.Her_sph",1.92579797998528,50.809040980958,0.982,0.016,1,1,1
"Tri_rep.Arr_ela.Hel_pub",0.440867319018749,31.5469685472836,0.32,-0.014,0,0.333333333333333,1
"Tri_rep.Arr_ela.Bra_pin",1.07220239863915,8.79852103160763,0.732,-0.081,1,1,1
"Tri_rep.Fes_rub.Fes_pra",1.69927193187154,46.8039153001166,0.955,0.025,1,1,1
"Tri_rep.Fes_rub.Tri_pra",1.2137311434018,20.4352835513707,0.625,0.108,1,0.666666666666667,1
"Tri_rep.Fes_rub.Ran_rep",1.87498520545112,24.2717370918939,0.946,0.026,1,1,1
"Tri_rep.Fes_rub.Bro_ere",0.86822078420934,11.0767426232896,0.529,-0.069,1,1,1
"Tri_rep.Fes_rub.Ran_acr",1.65016632008178,33.0724048842564,0.886,-0.019,1,1,1
"Tri_rep.Fes_rub.Bro_hor",1.52090237619066,28.0790588439352,0.906,0.0489999999999999,1,1,1
"Tri_rep.Fes_rub.Pla_lan",2.11722890070215,19.7467510737446,0.917,0.0609999999999999,1,1,1
"Tri_rep.Fes_rub.Ach_mil",1.07610398475883,45.4814727990396,0.588,0.043,0,0.666666666666667,1
"Tri_rep.Fes_rub.Ant_syl",1.32898537651829,16.8055277230764,0.783,-0.014,1,1,1
"Tri_rep.Fes_rub.Her_sph",1.20433011207815,46.773602802718,0.667,-0.087,0,0.666666666666667,1
"Tri_rep.Fes_rub.Hel_pub",2.10175089261099,27.4390339188518,0.664,0.0679999999999999,1,0.666666666666667,1
"Tri_rep.Fes_rub.Bra_pin",1.47225360512379,12.6706797016562,0.647,-0.019,1,1,1
"Tri_rep.Fes_pra.Tri_pra",1.02663520814296,50.524802214731,0.823,0.0720000000000001,0,0.666666666666667,1
"Tri_rep.Fes_pra.Ran_rep",1.46873353033201,35.5541064937068,1,0,1,1,1
"Tri_rep.Fes_pra.Bro_ere",1.1113251949318,42.6033035476375,0.869,-0.034,1,1,1
"Tri_rep.Fes_pra.Ran_acr",1.38198455997181,30.2001301191351,0.924,-0.0209999999999999,1,1,1
"Tri_rep.Fes_pra.Bro_hor",1.13098135991015,41.0025541463031,0.998,0.002,1,1,1
"Tri_rep.Fes_pra.Pla_lan",1.65057040001679,37.1191581873465,1,0,1,1,1
"Tri_rep.Fes_pra.Ach_mil",1.57690922831861,23.226811063239,1,0,1,1,1
"Tri_rep.Fes_pra.Ant_syl",1.36463356511742,34.3425869421391,0.925,-0.0229999999999999,1,1,1
"Tri_rep.Fes_pra.Her_sph",1.1981742441269,40.290798783562,0.836,0.0600000000000001,1,1,1
"Tri_rep.Fes_pra.Hel_pub",1.08687209854789,44.3511128365106,0.758,0.0249999999999999,0,0.666666666666667,1
"Tri_rep.Fes_pra.Bra_pin",1.49764516622919,35.6124932905464,0.913,-0.0279999999999999,1,1,1
"Tri_rep.Tri_pra.Ran_rep",0.940839586131477,46.2841374452305,0.784,0.069,0,0.666666666666667,1
"Tri_rep.Tri_pra.Bro_ere",0.785071308401042,31.2531192855207,0.682,0.023,0,0.666666666666667,1
"Tri_rep.Tri_pra.Ran_acr",1.12163921584163,49.6625260694343,0.755,0.095,0,0.666666666666667,1
"Tri_rep.Tri_pra.Bro_hor",0.879321446551995,48.6110695945263,0.825,0.004,0,0.666666666666667,1
"Tri_rep.Tri_pra.Pla_lan",1.21603272385954,39.3932695509892,0.81,0.158,0,0.666666666666667,1
"Tri_rep.Tri_pra.Ach_mil",0.980809455566698,53.2148419199236,0.796,0.102,0,0.333333333333333,1
"Tri_rep.Tri_pra.Ant_syl",0.921384480234562,42.7409809392902,0.788,0.0489999999999999,0,0.666666666666667,1
"Tri_rep.Tri_pra.Her_sph",0.931787103420178,43.1490134993275,0.658,0.025,0,0.333333333333333,1
"Tri_rep.Tri_pra.Hel_pub",0.590450003328013,38.517287121027,0.595,-0.0660000000000001,0,0.333333333333333,1
"Tri_rep.Tri_pra.Bra_pin",0.866627651574174,31.8387378061032,0.693,0.02,0,0.666666666666667,1
"Tri_rep.Ran_rep.Bro_ere",1.07084406146573,35.9310793714295,0.819,-0.055,1,1,1
"Tri_rep.Ran_rep.Ran_acr",1.24921004079889,7.72697558490307,0.865,0.018,1,1,1
"Tri_rep.Ran_rep.Bro_hor",1.28836957795358,28.8742508353934,0.996,0.004,1,1,1
"Tri_rep.Ran_rep.Pla_lan",1.28772310141519,31.6337478369037,0.907,0.0499999999999999,1,1,1
"Tri_rep.Ran_rep.Ach_mil",1.26190133108817,37.2641873902241,0.95,0.03,1,1,1
"Tri_rep.Ran_rep.Ant_syl",1.17896530547945,23.1375240479895,0.906,0.0089999999999999,1,1,1
"Tri_rep.Ran_rep.Her_sph",1.77697821638072,47.9816639445919,0.986,0.00700000000000001,1,1,1
"Tri_rep.Ran_rep.Hel_pub",0.808181139664579,42.5351962920726,0.641,0.024,0,0.666666666666667,1
"Tri_rep.Ran_rep.Bra_pin",1.22746762062088,29.41886519658,0.866,-0.03,1,1,1
"Tri_rep.Bro_ere.Ran_acr",1.04628753714636,34.5145808544158,0.765,-0.07,1,1,1
"Tri_rep.Bro_ere.Bro_hor",0.93487428461893,37.3045324709515,0.827,-0.056,1,1,1
"Tri_rep.Bro_ere.Pla_lan",1.24130270374622,26.4668479024072,0.884,-0.005,1,1,1
"Tri_rep.Bro_ere.Ach_mil",0.921972009076235,37.3368931437553,0.727,-0.089,1,1,1
"Tri_rep.Bro_ere.Ant_syl",0.945436112226283,30.4477264224142,0.741,-0.075,1,1,1
"Tri_rep.Bro_ere.Her_sph",0.83003308368858,30.8973717794926,0.592,-0.105,0,0.666666666666667,1
"Tri_rep.Bro_ere.Hel_pub",0.172558172305262,25.1950024366597,0.153,-0.026,0,0.333333333333333,1
"Tri_rep.Bro_ere.Bra_pin",1.5092599452042,36.1338656670473,0.844,0.043,1,1,1
"Tri_rep.Ran_acr.Bro_hor",1.30923883488944,19.8888827316402,0.94,-0.00600000000000001,1,1,1
"Tri_rep.Ran_acr.Pla_lan",1.43862332258565,20.7385398572151,0.912,0.0279999999999999,1,1,1
"Tri_rep.Ran_acr.Ach_mil",1.53256444269102,43.120738465129,0.928,0.0639999999999999,1,1,1
"Tri_rep.Ran_acr.Ant_syl",1.33299243670666,12.5452382133825,0.866,0.00800000000000001,1,1,1
"Tri_rep.Ran_acr.Her_sph",1.33986097004629,43.179551550368,0.844,-0.052,0,0.666666666666667,1
"Tri_rep.Ran_acr.Hel_pub",1.13793438602707,34.5182564537937,0.735,0.073,1,0.666666666666667,1
"Tri_rep.Ran_acr.Bra_pin",1.27612064113045,27.6110132219842,0.845,-0.0620000000000001,1,1,1
"Tri_rep.Bro_hor.Pla_lan",1.20966579416204,26.3065817201441,0.961,0,1,1,1
"Tri_rep.Bro_hor.Ach_mil",1.20818199648938,44.5153915823792,0.996,0.004,1,1,1
"Tri_rep.Bro_hor.Ant_syl",1.11852869236842,25.319295698213,0.954,0.011,1,1,1
"Tri_rep.Bro_hor.Her_sph",1.80995301597926,55.7143385838588,0.972,0,1,1,1
