"combos","SND","SFD","overlap","differential","feasibility","pair_to_all","LUI"
"Poa_pra.Alo_pra.Ran_rep",1.34339837061042,26.9769267721801,0.935,0.0569999999999999,1,1,1.5
"Poa_pra.Alo_pra.Bro_ere",0.87338653620157,20.1798746123758,0.736,-0.034,1,1,1.5
"Poa_pra.Alo_pra.Bro_hor",1.20062145088679,22.9385029268605,0.91,0.0359999999999999,1,1,1.5
"Poa_pra.Alo_pra.Pla_lan",1.60118168074346,34.8444307236083,0.908,0.0499999999999999,1,1,1.5
"Poa_pra.Alo_pra.Ach_mil",1.15724111965284,36.7179734257212,0.928,0.0459999999999999,1,1,1.5
"Poa_pra.Alo_pra.Ant_syl",0.855756918842107,32.4796888193546,0.783,-0.0599999999999999,1,1,1.5
"Poa_pra.Alo_pra.Gal_mol",1.10392282497618,38.1920838507566,0.797,-0.079,1,1,1.5
"Poa_pra.Alo_pra.Hel_pub",0.504905483418847,25.9634422666102,0.458,-0.059,1,1,1.5
"Poa_pra.Alo_pra.Bra_pin",0.994463652467678,33.7014757254761,0.858,-0.03,1,1,1.5
"Poa_pra.Dac_glo.Tri_rep",1.89476193207884,40.1389446516907,0.974,0.026,1,1,1.5
"Poa_pra.Dac_glo.Arr_ela",1.31215268601814,31.8760889618992,0.852,0.0710000000000001,1,1,1.5
"Poa_pra.Dac_glo.Fes_rub",0.913115113731043,28.8575349584394,0.596,-0.054,1,1,1.5
"Poa_pra.Dac_glo.Fes_pra",1.64365291947314,14.9802136742658,0.973,0.011,1,1,1.5
"Poa_pra.Dac_glo.Tri_pra",1.29026919765276,19.2978607601751,0.974,-0.00900000000000001,1,1,1.5
"Poa_pra.Dac_glo.Ran_rep",1.02568325490097,28.4569283193187,0.912,0.0399999999999999,1,1,1.5
"Poa_pra.Dac_glo.Bro_ere",0.654048926492563,23.9057461533574,0.57,-0.054,1,1,1.5
"Poa_pra.Dac_glo.Bro_hor",1.39183041159364,21.6752152728601,0.938,0.022,1,1,1.5
"Poa_pra.Dac_glo.Pla_lan",0.721837199052745,34.1944963737069,0.557,-0.0289999999999999,1,1,1.5
"Poa_pra.Dac_glo.Ach_mil",1.05605533986345,27.0122548683591,0.843,-0.026,1,1,1.5
"Poa_pra.Dac_glo.Ant_syl",0.596089412752081,30.8939358534325,0.582,-0.019,1,1,1.5
"Poa_pra.Dac_glo.Gal_mol",1.75392010809103,36.9020903255625,0.975,0.025,1,1,1.5
"Poa_pra.Dac_glo.Hel_pub",1.12175970558941,36.6559693054348,0.658,-0.0439999999999999,0,1,1.5
"Poa_pra.Dac_glo.Bra_pin",0.785490988259989,34.5606802684108,0.705,-0.039,1,1,1.5
"Poa_pra.Tri_rep.Arr_ela",1.87688635368041,46.823206404337,0.987,0.013,1,1,1.5
"Poa_pra.Tri_rep.Fes_rub",2.11780725296709,47.8796583782087,0.956,0.013,1,1,1.5
"Poa_pra.Tri_rep.Fes_pra",1.82488706247571,35.651623341913,1,0,1,1,1.5
"Poa_pra.Tri_rep.Tri_pra",1.36104227020557,11.8361530158505,0.835,0.103,1,1,1.5
"Poa_pra.Tri_rep.Ran_rep",1.61733356058664,39.051680074821,1,0,1,1,1.5
"Poa_pra.Tri_rep.Bro_ere",1.13027980598566,34.8060777893764,0.767,-0.093,1,1,1.5
"Poa_pra.Tri_rep.Bro_hor",1.42712905076773,31.0723791111339,0.982,0,1,1,1.5
"Poa_pra.Tri_rep.Pla_lan",2.18564725275482,45.0074415911248,0.999,0.001,1,1,1.5
"Poa_pra.Tri_rep.Ach_mil",1.49959739752396,46.2084016931079,1,0,1,1,1.5
"Poa_pra.Tri_rep.Ant_syl",1.38965824536633,48.156230241694,0.958,-0.02,1,1,1.5
"Poa_pra.Tri_rep.Gal_mol",1.53319216936741,41.4299016235507,0.906,0.094,1,1,1.5
"Poa_pra.Tri_rep.Hel_pub",0.969346949379843,33.9084550892957,0.675,0.004,1,1,1.5
"Poa_pra.Tri_rep.Bra_pin",1.4748725667747,50.8149035908449,0.882,-0.048,1,1,1.5
"Poa_pra.Arr_ela.Fes_rub",1.36836035614972,42.9562042994602,0.849,0.0660000000000001,1,1,1.5
"Poa_pra.Arr_ela.Fes_pra",1.29490393320169,49.4312387543202,0.844,0.121,1,1,1.5
"Poa_pra.Arr_ela.Tri_pra",1.19185764910233,46.1116825596899,0.739,0.0720000000000001,0,0.666666666666667,1.5
"Poa_pra.Arr_ela.Ran_rep",1.24724166237575,43.1659437111652,0.959,0.029,1,1,1.5
"Poa_pra.Arr_ela.Bro_ere",0.922496544261246,31.2216371387659,0.724,-0.087,1,1,1.5
"Poa_pra.Arr_ela.Bro_hor",1.24550417540106,40.7058730805055,0.875,0.07,1,1,1.5
"Poa_pra.Arr_ela.Pla_lan",1.80658388798516,53.1902339069158,0.978,-0.005,1,1,1.5
"Poa_pra.Arr_ela.Ach_mil",1.47840291576399,48.3628158315553,1,0,1,1,1.5
"Poa_pra.Arr_ela.Ant_syl",1.53872078549406,42.1539141776747,0.993,0,1,1,1.5
"Poa_pra.Arr_ela.Gal_mol",1.31466564536386,57.5539938965457,0.832,0.0780000000000001,1,1,1.5
"Poa_pra.Arr_ela.Hel_pub",0.477796458317064,44.2501696323395,0.282,-0.013,1,0.666666666666667,1.5
"Poa_pra.Arr_ela.Bra_pin",1.01054067130017,48.3036307755461,0.769,0.00700000000000001,1,1,1.5
"Poa_pra.Fes_rub.Fes_pra",1.63985306490557,38.3156718297539,1,0,1,1,1.5
"Poa_pra.Fes_rub.Tri_pra",1.36919057079885,23.6456575092347,0.83,-0.005,1,1,1.5
"Poa_pra.Fes_rub.Ran_rep",1.5751368918701,31.3257037915179,1,0,1,1,1.5
"Poa_pra.Fes_rub.Bro_ere",0.734803315420306,31.5397435589597,0.564,-0.124,1,1,1.5
"Poa_pra.Fes_rub.Bro_hor",1.39782270486262,34.1245861620332,0.921,-0.0199999999999999,1,1,1.5
"Poa_pra.Fes_rub.Pla_lan",2.06249853027711,47.8600224598409,0.966,-0.011,1,1,1.5
"Poa_pra.Fes_rub.Ach_mil",0.831546675527803,47.5424967718536,0.662,0.018,0,0.666666666666667,1.5
"Poa_pra.Fes_rub.Ant_syl",1.104534189782,45.0949334119147,0.841,-0.013,0,0.666666666666667,1.5
"Poa_pra.Fes_rub.Gal_mol",1.64124930695387,47.9675803396229,1,0,1,1,1.5
"Poa_pra.Fes_rub.Hel_pub",1.77685464915849,41.6558213475951,0.829,-0.0720000000000001,1,1,1.5
"Poa_pra.Fes_rub.Bra_pin",1.25560050278317,50.4538827132127,0.749,-0.047,0,0.666666666666667,1.5
"Poa_pra.Fes_pra.Tri_pra",1.70863661858934,31.6818126547622,1,0,1,1,1.5
"Poa_pra.Fes_pra.Ran_rep",1.55650162846248,42.1531189710967,1,0,1,1,1.5
"Poa_pra.Fes_pra.Bro_ere",1.15182502080806,31.8606333894724,0.85,-0.05,1,1,1.5
"Poa_pra.Fes_pra.Bro_hor",1.41007549779278,40.8215348011045,0.991,0.00600000000000001,1,1,1.5
"Poa_pra.Fes_pra.Pla_lan",1.99073671606168,55.3011536860047,0.993,-0.002,1,1,1.5
"Poa_pra.Fes_pra.Ach_mil",1.57718896121706,50.2478292519995,1,0,1,1,1.5
"Poa_pra.Fes_pra.Ant_syl",1.37325109510117,47.7420261445984,0.944,-0.023,1,1,1.5
"Poa_pra.Fes_pra.Gal_mol",2.18781430555689,52.9421595645234,1,0,1,1,1.5
"Poa_pra.Fes_pra.Hel_pub",1.37972127676705,37.787550519597,0.798,-0.0679999999999999,1,1,1.5
"Poa_pra.Fes_pra.Bra_pin",1.52490697610923,45.9794918983578,0.945,-0.02,1,1,1.5
"Poa_pra.Tri_pra.Ran_rep",1.30599858807444,34.6312777921452,0.969,0.014,1,1,1.5
"Poa_pra.Tri_pra.Bro_ere",1.03097664920575,25.8945344886701,0.79,-0.0679999999999999,1,1,1.5
"Poa_pra.Tri_pra.Bro_hor",1.45945531494517,28.7068226162918,0.983,0.017,1,1,1.5
"Poa_pra.Tri_pra.Pla_lan",1.79779491931618,43.5631645244393,1,0,1,1,1.5
"Poa_pra.Tri_pra.Ach_mil",1.30805109756157,43.8361859215224,0.985,0.00700000000000001,1,0.666666666666667,1.5
"Poa_pra.Tri_pra.Ant_syl",1.20837477936606,40.1707581561459,0.961,-0.00900000000000001,1,1,1.5
"Poa_pra.Tri_pra.Gal_mol",1.18169028617774,40.663016206952,0.786,-0.017,1,1,1.5
"Poa_pra.Tri_pra.Hel_pub",0.951256433667861,32.7092625978991,0.698,-0.05,1,1,1.5
"Poa_pra.Tri_pra.Bra_pin",1.10602398596059,38.7652175485855,0.831,-0.032,1,1,1.5
"Poa_pra.Ran_rep.Bro_ere",0.957735557834735,29.6256164549032,0.821,-0.0580000000000001,1,1,1.5
"Poa_pra.Ran_rep.Bro_hor",1.36016200809326,35.7969780049874,0.986,0.014,1,1,1.5
"Poa_pra.Ran_rep.Pla_lan",1.34909261575068,53.5284815854805,0.885,0.043,1,1,1.5
"Poa_pra.Ran_rep.Ach_mil",1.07290180532315,48.8925970696205,0.943,0.025,1,1,1.5
"Poa_pra.Ran_rep.Ant_syl",1.01295359434694,45.3249980781262,0.922,0.003,1,1,1.5
"Poa_pra.Ran_rep.Gal_mol",1.37202124857294,55.1142028602694,0.998,0.002,1,1,1.5
"Poa_pra.Ran_rep.Hel_pub",0.870309715134217,39.4868462374195,0.732,-0.014,1,1,1.5
"Poa_pra.Ran_rep.Bra_pin",1.07664662208728,44.8890805176602,0.912,-0.00700000000000001,1,1,1.5
"Poa_pra.Bro_ere.Bro_hor",0.965353052772095,26.3329742917128,0.794,-0.07,1,1,1.5
"Poa_pra.Bro_ere.Pla_lan",1.27370860645821,38.1549095536471,0.849,-0.054,1,1,1.5
"Poa_pra.Bro_ere.Ach_mil",0.796732983153704,36.9731891906898,0.723,-0.0770000000000001,1,1,1.5
"Poa_pra.Bro_ere.Ant_syl",0.818657935229654,34.0233721000637,0.758,-0.0559999999999999,1,1,1.5
"Poa_pra.Bro_ere.Gal_mol",1.48332337402032,40.1581016248672,0.902,0.073,1,1,1.5
"Poa_pra.Bro_ere.Hel_pub",0.177266090310461,30.7394323064823,0.121,-0.033,1,0.666666666666667,1.5
"Poa_pra.Bro_ere.Bra_pin",1.309825482757,32.9250193196195,0.844,0.0640000000000001,1,1,1.5
"Poa_pra.Bro_hor.Pla_lan",1.42035559564959,48.6814213337554,0.944,-0.011,1,1,1.5
"Poa_pra.Bro_hor.Ach_mil",1.21650058649306,44.8743737329595,0.982,0.014,1,1,1.5
"Poa_pra.Bro_hor.Ant_syl",1.12119114419328,40.3770845654507,0.968,-0.004,1,1,1.5
"Poa_pra.Bro_hor.Gal_mol",1.78253053233178,49.103638185297,0.99,0.01,1,1,1.5
"Poa_pra.Bro_hor.Hel_pub",0.911812608961815,35.9623741206676,0.745,-0.07,1,1,1.5
"Poa_pra.Bro_hor.Bra_pin",1.1172834349573,41.4407634437734,0.891,-0.036,1,1,1.5
"Poa_pra.Pla_lan.Ach_mil",1.32689821773784,59.4182637543823,0.919,0.005,1,1,1.5
"Poa_pra.Pla_lan.Ant_syl",1.36129405017501,55.3111433257178,0.964,-0.011,1,1,1.5
"Poa_pra.Pla_lan.Gal_mol",1.94182554823853,67.2792127025865,1,0,1,1,1.5
"Poa_pra.Pla_lan.Hel_pub",1.15949780605029,47.8982503421781,0.748,-0.036,1,1,1.5
"Poa_pra.Pla_lan.Bra_pin",0.820004784563776,56.6411585239399,0.548,-0.0419999999999999,1,1,1.5
"Poa_pra.Ach_mil.Ant_syl",1.02112154500303,51.0483448683682,0.943,-0.004,1,1,1.5
"Poa_pra.Ach_mil.Gal_mol",1.12914933849954,64.1425080251679,0.905,0.02,1,1,1.5
"Poa_pra.Ach_mil.Hel_pub",0.825869159937767,44.9650413046113,0.737,-0.087,1,1,1.5
"Poa_pra.Ach_mil.Bra_pin",1.04174915338451,51.4884109925732,0.914,-0.0219999999999999,1,1,1.5
"Poa_pra.Ant_syl.Gal_mol",1.29143859523883,57.2642832479089,0.993,0,1,1,1.5
"Poa_pra.Ant_syl.Hel_pub",0.659319048836803,46.8121799673589,0.595,0.019,0,0.666666666666667,1.5
"Poa_pra.Ant_syl.Bra_pin",0.980588928221006,47.8774441768401,0.899,-0.023,1,1,1.5
"Poa_pra.Gal_mol.Hel_pub",1.03994161339059,49.1228333542054,0.706,-0.111,1,1,1.5
"Poa_pra.Gal_mol.Bra_pin",1.10361076556264,59.3876004574848,0.809,-0.029,1,1,1.5
"Poa_pra.Hel_pub.Bra_pin",1.00170878200295,39.3463904702786,0.775,-0.0349999999999999,1,1,1.5
"Alo_pra.Dac_glo.Tri_rep",1.70381342238336,34.955380774415,0.988,-0.002,1,1,1.5
"Alo_pra.Dac_glo.Arr_ela",1.239394631118,32.768339529457,0.84,0.019,1,1,1.5
"Alo_pra.Dac_glo.Fes_rub",0.917287227219535,20.6359595738802,0.665,0.0469999999999999,1,1,1.5
"Alo_pra.Dac_glo.Fes_pra",1.36237234934607,10.6834397769552,0.937,-0.0119999999999999,1,1,1.5
"Alo_pra.Dac_glo.Tri_pra",0.983496394550507,11.8087427147511,0.869,0.02,1,1,1.5
"Alo_pra.Dac_glo.Ran_rep",1.22925661577882,29.881938610852,0.941,0.028,1,1,1.5
"Alo_pra.Dac_glo.Bro_ere",0.688868248819913,23.0615824314981,0.557,-0.103,1,1,1.5
"Alo_pra.Dac_glo.Bro_hor",1.42479048833048,20.9874938979183,0.974,0.013,1,1,1.5
"Alo_pra.Dac_glo.Pla_lan",0.713362133565989,22.3587435268175,0.573,0.0620000000000001,1,1,1.5
"Alo_pra.Dac_glo.Ach_mil",1.25630833354914,26.743391210018,0.866,0.047,1,1,1.5
"Alo_pra.Dac_glo.Ant_syl",0.582022450565533,26.2592778339383,0.547,0.038,0,1,1.5
"Alo_pra.Dac_glo.Gal_mol",1.3100287669694,37.0846301740052,0.906,0,1,1,1.5
"Alo_pra.Dac_glo.Hel_pub",0.728217243405202,32.0052768119377,0.357,0.087,1,1,1.5
"Alo_pra.Dac_glo.Bra_pin",0.774814710111234,31.8492967390348,0.721,0.004,0,1,1.5
"Alo_pra.Tri_rep.Arr_ela",1.43348304635757,39.8988068272292,0.977,0.017,1,1,1.5
"Alo_pra.Tri_rep.Fes_rub",1.61730329186195,40.2892756771,0.94,0.028,1,1,1.5
"Alo_pra.Tri_rep.Fes_pra",1.14985234710023,32.5907429450877,0.947,-0.015,1,1,1.5
"Alo_pra.Tri_rep.Tri_pra",0.78901264115861,10.4805529327848,0.724,0.013,1,1,1.5
"Alo_pra.Tri_rep.Ran_rep",1.51589400492354,31.8569445547361,0.993,0.00700000000000001,1,1,1.5
"Alo_pra.Tri_rep.Bro_ere",0.981636830407984,28.54971512964,0.803,-0.0459999999999999,1,1,1.5
"Alo_pra.Tri_rep.Bro_hor",1.15384136809441,22.789348067377,0.984,0.015,1,1,1.5
"Alo_pra.Tri_rep.Pla_lan",1.57392282311951,35.2907692661446,0.987,0.01,1,1,1.5
"Alo_pra.Tri_rep.Ach_mil",1.37157386266294,40.2273477165908,0.982,0.018,1,1,1.5
"Alo_pra.Tri_rep.Ant_syl",1.00611834120015,41.8976006848193,0.847,-0.026,1,1,1.5
"Alo_pra.Tri_rep.Gal_mol",0.927488790008742,33.5009282517093,0.828,0.012,1,1,1.5
"Alo_pra.Tri_rep.Hel_pub",0.492929557803335,25.3196469673071,0.447,0.00600000000000001,1,1,1.5
"Alo_pra.Tri_rep.Bra_pin",1.14862980700132,43.5249801979333,0.859,-0.045,1,1,1.5
"Alo_pra.Arr_ela.Fes_rub",1.07912029579177,32.9266128771894,0.815,0.029,1,1,1.5
"Alo_pra.Arr_ela.Fes_pra",0.899685579374856,35.2331254239262,0.817,0.056,1,1,1.5
"Alo_pra.Arr_ela.Tri_pra",0.799478900913145,36.1070099794667,0.669,0.0659999999999999,0,0.666666666666667,1.5
"Alo_pra.Arr_ela.Ran_rep",1.21912013889241,40.7100476647719,0.94,0.038,1,1,1.5
"Alo_pra.Arr_ela.Bro_ere",0.841247064203771,24.3945731042045,0.729,-0.078,1,1,1.5
"Alo_pra.Arr_ela.Bro_hor",1.08120162887791,30.9994958248839,0.873,0.029,1,1,1.5
"Alo_pra.Arr_ela.Pla_lan",1.40154040274117,32.5107075400165,0.966,-0.00700000000000001,1,1,1.5
"Alo_pra.Arr_ela.Ach_mil",1.42483202842109,45.3318709191504,1,0,1,1,1.5
"Alo_pra.Arr_ela.Ant_syl",1.16258485381413,32.297274366458,0.844,0.054,1,1,1.5
"Alo_pra.Arr_ela.Gal_mol",0.901399260715049,38.771334776416,0.762,0.048,1,1,1.5
"Alo_pra.Arr_ela.Hel_pub",0.293253288262117,24.9572632379401,0.194,0.004,1,0.666666666666667,1.5
"Alo_pra.Arr_ela.Bra_pin",0.833804963780592,38.625254316034,0.767,-0.012,1,1,1.5
"Alo_pra.Fes_rub.Fes_pra",1.10411771578821,25.5906572318057,0.956,0.032,1,1,1.5
"Alo_pra.Fes_rub.Tri_pra",0.883660917053916,5.42844827820562,0.707,0.034,1,1,1.5
"Alo_pra.Fes_rub.Ran_rep",1.49572638354944,23.8180824301263,1,0,1,1,1.5
"Alo_pra.Fes_rub.Bro_ere",0.666059404044894,23.9446384396191,0.588,-0.0830000000000001,1,1,1.5
"Alo_pra.Fes_rub.Bro_hor",1.19858409044942,20.1746928190398,0.94,0.02,1,1,1.5
"Alo_pra.Fes_rub.Pla_lan",1.59993856495638,28.5762395965285,0.956,-0.015,1,1,1.5
"Alo_pra.Fes_rub.Ach_mil",0.787438515821139,42.5214311343026,0.659,0.0339999999999999,0,0.666666666666667,1.5
"Alo_pra.Fes_rub.Ant_syl",0.832924370818576,36.1321947761567,0.74,0.018,0,0.666666666666667,1.5
"Alo_pra.Fes_rub.Gal_mol",1.07817205638694,30.5920793310592,0.893,0.039,1,1,1.5
"Alo_pra.Fes_rub.Hel_pub",0.862770085522513,28.8321238658817,0.544,0.0710000000000001,1,1,1.5
"Alo_pra.Fes_rub.Bra_pin",1.00803445229096,42.0848164973428,0.696,-0.049,0,0.666666666666667,1.5
"Alo_pra.Fes_pra.Tri_pra",0.928964900069884,22.3644759115597,0.83,-0.034,1,1,1.5
"Alo_pra.Fes_pra.Ran_rep",1.32609448015825,35.1929190667247,0.955,0.044,1,1,1.5
"Alo_pra.Fes_pra.Bro_ere",0.907690214434333,23.3472651006639,0.845,0.02,1,1,1.5
"Alo_pra.Fes_pra.Bro_hor",1.05973679275057,27.0933424168531,0.953,0.033,1,1,1.5
"Alo_pra.Fes_pra.Pla_lan",1.35523520080675,28.3930259092775,0.944,0.035,1,1,1.5
"Alo_pra.Fes_pra.Ach_mil",1.31398476980834,42.0982743961086,0.966,0.027,1,1,1.5
"Alo_pra.Fes_pra.Ant_syl",0.901121802327667,33.6162123123492,0.79,-0.0469999999999999,1,1,1.5
"Alo_pra.Fes_pra.Gal_mol",1.20263875326915,29.79835860869,0.836,-0.0680000000000001,1,1,1.5
"Alo_pra.Fes_pra.Hel_pub",0.603515944587513,9.23052470540834,0.495,-0.038,1,1,1.5
"Alo_pra.Fes_pra.Bra_pin",1.06821357308284,31.0775122960858,0.891,-0.018,1,1,1.5
"Alo_pra.Tri_pra.Ran_rep",1.02567789588313,24.2126072660381,0.84,0.042,1,1,1.5
"Alo_pra.Tri_pra.Bro_ere",0.760647903423351,15.3746073624465,0.739,-0.00600000000000001,1,1,1.5
"Alo_pra.Tri_pra.Bro_hor",1.01047575372401,14.4882050488634,0.868,0.0570000000000001,1,1,1.5
"Alo_pra.Tri_pra.Pla_lan",1.17810189266624,21.6863697843771,0.869,0.101,1,1,1.5
"Alo_pra.Tri_pra.Ach_mil",0.997983711977075,35.1825488157294,0.867,0.0700000000000001,1,0.666666666666667,1.5
"Alo_pra.Tri_pra.Ant_syl",0.730265317864174,31.4358814546549,0.734,-0.056,1,1,1.5
"Alo_pra.Tri_pra.Gal_mol",0.664747168848486,24.8602999999038,0.645,-0.0559999999999999,1,1,1.5
"Alo_pra.Tri_pra.Hel_pub",0.426193140455507,18.8850319033574,0.461,-0.056,1,1,1.5
"Alo_pra.Tri_pra.Bra_pin",0.740055178088366,27.5951728068689,0.73,-0.033,1,1,1.5
"Alo_pra.Ran_rep.Bro_hor",1.42956545074836,32.6407250111121,1,0,1,1,1.5
"Alo_pra.Ran_rep.Pla_lan",1.23174061461376,44.4505408787736,0.89,0.0539999999999999,1,1,1.5
"Alo_pra.Ran_rep.Ach_mil",1.2480929388173,54.6770548720649,0.957,0.024,1,1,1.5
"Alo_pra.Ran_rep.Ant_syl",0.959932601627361,42.335988353047,0.792,0.0620000000000001,1,1,1.5
"Alo_pra.Ran_rep.Gal_mol",1.13695006956057,43.9378677542692,0.9,0.0679999999999999,1,1,1.5
"Alo_pra.Ran_rep.Hel_pub",0.591014129413696,21.5778399377942,0.403,0.046,1,1,1.5
"Alo_pra.Bro_ere.Bro_hor",0.926935264540368,18.2179377473468,0.801,-0.0679999999999999,1,1,1.5
"Alo_pra.Bro_ere.Pla_lan",1.1033149331167,25.0643358278625,0.887,-0.00900000000000001,1,1,1.5
"Alo_pra.Bro_ere.Ach_mil",0.835868251768764,36.2955887516362,0.726,-0.0850000000000001,1,1,1.5
"Alo_pra.Bro_ere.Ant_syl",0.711765600947801,28.2173078686862,0.685,-0.022,1,1,1.5
"Alo_pra.Bro_ere.Gal_mol",1.07947365742187,30.4175586913176,0.808,0.112,1,1,1.5
"Alo_pra.Bro_ere.Hel_pub",0.13427905318001,18.6601682884801,0.1,-0.012,1,0.666666666666667,1.5
"Alo_pra.Bro_ere.Bra_pin",1.17091656441495,29.6338087762752,0.857,0.05,1,1,1.5
"Alo_pra.Bro_hor.Pla_lan",1.20828246818621,29.8795366785819,0.962,-0.00700000000000001,1,1,1.5
"Alo_pra.Bro_hor.Ach_mil",1.25426358522256,42.289205497348,1,0,1,1,1.5
"Alo_pra.Bro_hor.Ant_syl",0.928189663615825,30.8899025733248,0.843,0.0630000000000001,1,1,1.5
"Alo_pra.Bro_hor.Gal_mol",1.25027663226068,33.536115928085,0.904,0.0629999999999999,1,1,1.5
"Alo_pra.Bro_hor.Hel_pub",0.539155878597884,10.358055566498,0.46,0.022,1,1,1.5
"Alo_pra.Pla_lan.Ach_mil",1.1897766297065,50.0100862932134,0.936,-0.002,1,1,1.5
"Alo_pra.Pla_lan.Ant_syl",1.00371664931045,37.9383813496095,0.813,0.0630000000000001,1,1,1.5
"Alo_pra.Pla_lan.Gal_mol",1.29770092353961,34.7820778218787,0.903,0.076,1,1,1.5
"Alo_pra.Pla_lan.Hel_pub",0.658023768648978,14.8860728798982,0.485,0.103,1,1,1.5
"Alo_pra.Pla_lan.Bra_pin",0.664034579154408,41.9183996952932,0.563,-0.044,1,1,1.5
"Alo_pra.Ach_mil.Ant_syl",0.944759309068267,47.9867055609468,0.805,0.044,1,1,1.5
"Alo_pra.Ach_mil.Gal_mol",0.922983640193129,53.4044396236861,0.821,0.0720000000000001,1,1,1.5
"Alo_pra.Ach_mil.Hel_pub",0.541096251550156,29.4938986095938,0.386,0.058,1,1,1.5
"Alo_pra.Ach_mil.Bra_pin",1.00766939226035,49.1699788973832,0.885,-0.034,1,1,1.5
"Alo_pra.Ant_syl.Gal_mol",0.805794317258517,39.4978686906491,0.736,-0.0670000000000001,1,1,1.5
"Alo_pra.Ant_syl.Hel_pub",0.3630975873642,29.9111321035253,0.344,-0.043,0,0.666666666666667,1.5
"Alo_pra.Ant_syl.Bra_pin",0.767062935330622,38.3827514915748,0.768,-0.028,1,1,1.5
"Alo_pra.Gal_mol.Hel_pub",0.469642037003781,21.5858760661501,0.412,-0.05,1,1,1.5
"Alo_pra.Gal_mol.Bra_pin",0.774609135301348,42.0821400574413,0.745,-0.016,1,1,1.5
"Alo_pra.Hel_pub.Bra_pin",0.540816546360316,16.8345461196164,0.442,0.046,1,1,1.5
"Dac_glo.Tri_rep.Arr_ela",1.81583822450631,70.977608930564,0.754,-0.108,0,1,1.5
"Dac_glo.Tri_rep.Fes_rub",1.74608342708906,63.3292522366319,0.631,0.318,1,1,1.5
"Dac_glo.Tri_rep.Fes_pra",2.43489824246616,36.747582715796,1,0,1,1,1.5
"Dac_glo.Tri_rep.Tri_pra",1.40934198451404,13.4348486636478,0.829,0.134,1,1,1.5
"Dac_glo.Tri_rep.Ran_rep",1.68775412446194,55.8847590827898,0.941,0.049,1,1,1.5
"Dac_glo.Tri_rep.Bro_ere",0.856867267015505,48.3426945078514,0.401,-0.279,0,1,1.5
"Dac_glo.Tri_rep.Bro_hor",1.90435050338768,46.7903520804326,0.952,-0.02,1,1,1.5
"Dac_glo.Tri_rep.Pla_lan",1.06348545083047,52.8073214646925,0.569,0.134,1,1,1.5
"Dac_glo.Tri_rep.Ach_mil",1.95951396508688,51.6094690745195,0.882,0.095,1,1,1.5
"Dac_glo.Tri_rep.Ant_syl",0.982026086356526,57.1291346029837,0.522,0.09,0,1,1.5
"Dac_glo.Tri_rep.Gal_mol",2.07542113608584,58.6481232741803,0.917,0.083,1,1,1.5
"Dac_glo.Tri_rep.Hel_pub",1.40567299014116,55.3998784472546,0.424,-0.139,0,1,1.5
"Dac_glo.Tri_rep.Bra_pin",1.18168254080937,64.2456538914235,0.597,-0.092,0,1,1.5
"Dac_glo.Arr_ela.Fes_rub",0.863956730988268,38.6927695197977,0.516,0.0349999999999999,1,1,1.5
"Dac_glo.Arr_ela.Fes_pra",1.28615527088441,43.847450312047,0.715,0.0629999999999999,1,1,1.5
"Dac_glo.Arr_ela.Tri_pra",0.893212318259739,47.2618494650592,0.601,-0.105,0,0.666666666666667,1.5
"Dac_glo.Arr_ela.Ran_rep",0.97662004616332,42.4378069291536,0.767,-0.0459999999999999,1,1,1.5
"Dac_glo.Arr_ela.Bro_ere",0.639491561177649,32.9312577646946,0.456,-0.145,1,1,1.5
"Dac_glo.Arr_ela.Bro_hor",1.12721661307084,49.8486607836548,0.695,-0.102,0,1,1.5
"Dac_glo.Arr_ela.Pla_lan",0.794325760226486,16.8628852109315,0.446,0.244,1,1,1.5
"Dac_glo.Arr_ela.Ach_mil",1.47827769742631,37.145338159149,0.721,0.25,1,1,1.5
"Dac_glo.Arr_ela.Ant_syl",0.965149403227976,30.2593198456812,0.485,0.285,1,1,1.5
"Dac_glo.Arr_ela.Gal_mol",1.11874476373184,66.0322930521468,0.631,-0.168,1,1,1.5
"Dac_glo.Arr_ela.Hel_pub",0.485630265500144,57.362629143178,0.248,-0.095,1,0.666666666666667,1.5
"Dac_glo.Arr_ela.Bra_pin",0.687509148346653,42.2440677438507,0.52,-0.034,1,1,1.5
"Dac_glo.Fes_rub.Fes_pra",1.10024022748777,23.0892533207061,0.655,-0.00700000000000001,1,1,1.5
"Dac_glo.Fes_rub.Tri_pra",0.805143157686524,24.3557335394246,0.54,-0.0279999999999999,1,1,1.5
"Dac_glo.Fes_rub.Ran_rep",0.859745130134922,29.3067106295431,0.615,0.031,1,1,1.5
"Dac_glo.Fes_rub.Bro_ere",0.435650091737223,26.7040910130414,0.325,-0.027,1,1,1.5
"Dac_glo.Fes_rub.Bro_hor",1.1368752112752,24.4439342562187,0.611,0.124,1,1,1.5
"Dac_glo.Fes_rub.Pla_lan",0.448138510099481,36.584436163024,0.286,-0.197,0,1,1.5
"Dac_glo.Fes_rub.Ach_mil",0.586701684717138,31.8387372430715,0.436,0.062,0,0.666666666666667,1.5
"Dac_glo.Fes_rub.Ant_syl",0.416877211604897,37.2264673316022,0.374,-0.106,0,0.666666666666667,1.5
"Dac_glo.Fes_rub.Gal_mol",1.36651641845087,34.4925202582757,0.654,0.212,1,1,1.5
