"Plot"	"Year"	"LUI"	"Poa_tri"	"Poa_pra"	"Alo_pra"	"Dac_glo"	"Tri_rep"	"Tar_off"	"Lol_per"	"Arr_ela"	"Fes_rub"	"Fes_pra"	"Tri_fla"	"Ely_rep"	"Tri_pra"	"Ran_rep"	"Bro_ere"	"Ran_acr"	"Bro_hor"	"Pla_lan"	"Ant_syl"	"Her_sph"	"Gal_mol"	"Hol_lan"	"Hel_pub"	"Car_hir"	"Bra_pin"	"Pha_aru"
"HEG44"	2010	0.68	0	1	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0
"HEG45"	2010	0.76	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	0	0
"HEG46"	2010	0.78	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0
"HEG47"	2010	1.73	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0
"HEG48"	2010	1.61	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0
"HEG49"	2010	1.44	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0
"HEG50"	2010	1.08	0	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0
"SEG01"	2010	2.08	1	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0
"SEG02"	2010	1.75	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
"SEG03"	2010	1.83	1	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0
"SEG04"	2010	0.99	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"SEG05"	2010	1.4	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
"SEG06"	2010	1.76	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1
"SEG07"	2010	1.88	1	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"SEG08"	2010	0.99	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0
"SEG09"	2010	1.11	1	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1
"SEG10"	2010	1.83	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
"SEG11"	2010	1.83	1	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0
"SEG12"	2010	2.08	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
"SEG13"	2010	1.4	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0
"SEG14"	2010	0.97	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0
"SEG15"	2010	1.4	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1
"SEG16"	2010	0.99	1	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1
"SEG17"	2010	1.35	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1
"SEG18"	2010	1.4	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
"SEG19"	2010	1.23	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0
"SEG20"	2010	1.49	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG21"	2010	1.43	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG22"	2010	2.71	1	1	1	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0
"SEG23"	2010	1.69	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1
"SEG24"	2010	0.99	1	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0
"SEG25"	2010	1.4	1	1	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0
"SEG26"	2010	1.69	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0
"SEG27"	2010	0.99	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
"SEG28"	2010	0.99	1	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1
"SEG29"	2010	0.99	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0
"SEG30"	2010	1.4	1	1	0	1	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"SEG31"	2010	1.4	0	1	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
"SEG32"	2010	1.4	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0
"SEG33"	2010	1.56	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0
"SEG34"	2010	1.88	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0
"SEG35"	2010	1.91	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0
"SEG36"	2010	1.61	0	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG37"	2010	1.47	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
"SEG38"	2010	1.71	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG39"	2010	1.51	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
"SEG40"	2010	2.05	0	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG41"	2010	1.65	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
"SEG42"	2010	2.46	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0
"SEG43"	2010	2.02	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG44"	2010	0.9	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0
"SEG45"	2010	1.31	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0
"SEG46"	2010	2.09	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG47"	2010	2.34	1	1	0	1	1	1	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG48"	2010	1.86	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG49"	2010	1.78	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0
"SEG50"	2010	1.19	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0
"AEG01"	2011	1.78	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	1	0	0	0
"AEG02"	2011	3.11	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
"AEG03"	2011	1.67	0	1	0	1	1	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0
"AEG04"	2011	2.19	1	0	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0	1	1	1	0	0	0	0	0
"AEG05"	2011	2.25	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0
"AEG06"	2011	1.78	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0
"AEG07"	2011	0.44	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG08"	2011	1.2	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
"AEG09"	2011	0.73	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG10"	2011	0.97	0	1	0	1	0	0	0	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	0	0
"AEG11"	2011	2.39	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
"AEG12"	2011	2.28	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0
"AEG13"	2011	2.28	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0
"AEG14"	2011	2.23	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0
"AEG15"	2011	2.33	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0
"AEG16"	2011	1.54	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG17"	2011	1.67	1	0	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	0
"AEG18"	2011	2.23	1	0	1	1	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG19"	2011	1.77	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0
"AEG20"	2011	1.04	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0
"AEG21"	2011	2.97	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0
"AEG22"	2011	1.08	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0
"AEG23"	2011	1.67	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0
"AEG24"	2011	2.24	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG25"	2011	0.57	0	1	0	1	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0
"AEG26"	2011	1.49	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0
"AEG27"	2011	0.93	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG28"	2011	0.86	1	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0
"AEG29"	2011	1.61	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0
"AEG30"	2011	1.56	0	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0
"AEG31"	2011	1.39	0	1	0	0	1	1	0	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0
"AEG32"	2011	0.67	1	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0
"AEG33"	2011	1.08	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
"AEG34"	2011	1.55	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0
"AEG35"	2011	1.65	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0
"AEG36"	2011	1.65	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0
"AEG37"	2011	2.02	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0
"AEG38"	2011	1.72	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0
"AEG39"	2011	2.48	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0
"AEG40"	2011	2.22	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0
"AEG41"	2011	2.76	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG42"	2011	2.07	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0
"AEG43"	2011	1.18	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0
"AEG44"	2011	1.16	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0
"AEG45"	2011	1.67	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
"AEG46"	2011	1.4	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0
"AEG47"	2011	0.72	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG48"	2011	0.64	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG49"	2011	1.08	1	1	0	1	1	0	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
"AEG50"	2011	1.98	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
"HEG01"	2011	2.85	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HEG02"	2011	2.63	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HEG03"	2011	2.63	0	1	1	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"HEG04"	2011	2.51	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HEG05"	2011	2.88	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0
"HEG06"	2011	1.43	0	1	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0
"HEG07"	2011	2.48	0	1	0	1	0	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0
"HEG08"	2011	1.32	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0
"HEG09"	2011	0.71	1	1	0	1	1	1	0	1	0	1	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	0
"HEG10"	2011	1.36	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0
"HEG11"	2011	1.16	0	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
"HEG12"	2011	2.64	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"HEG13"	2011	1.77	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0
"HEG14"	2011	2.17	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0
"HEG15"	2011	2.89	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0
"HEG16"	2011	1.26	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0
"HEG17"	2011	0.61	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0
"HEG18"	2011	0.63	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0
"HEG19"	2011	0.61	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0
"HEG20"	2011	1.27	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0
"HEG21"	2011	0.73	0	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0
"HEG22"	2011	1.45	0	1	1	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0
"HEG23"	2011	1.85	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0
"HEG24"	2011	2.01	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0
"HEG25"	2011	1.22	0	1	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0
"HEG26"	2011	1.91	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
"HEG27"	2011	1.97	1	1	1	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0
"HEG28"	2011	2.05	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0
"HEG29"	2011	2.05	0	1	0	1	1	1	1	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0
"HEG30"	2011	2.25	0	1	0	1	0	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
"HEG31"	2011	2.09	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0
"HEG32"	2011	1.89	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"HEG33"	2011	2.28	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0
"HEG34"	2011	1.43	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
"HEG35"	2011	1.35	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0
"HEG36"	2011	2.73	0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
"HEG37"	2011	2.45	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
"HEG38"	2011	1.61	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0
"HEG39"	2011	1.31	1	0	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0
"HEG40"	2011	1.46	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0
"HEG41"	2011	1.27	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	1	0
"HEG42"	2011	0.61	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	0	1	1	1	0	0	0
"HEG43"	2011	0.74	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	0
"HEG44"	2011	0.78	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0
"HEG45"	2011	0.67	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	0
"HEG46"	2011	1.05	0	1	0	1	0	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0
"HEG47"	2011	1.54	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0
"HEG48"	2011	1.1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0
"HEG49"	2011	2.14	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0
"HEG50"	2011	1.09	0	1	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0
"SEG01"	2011	2.04	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
"SEG02"	2011	1.86	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
"SEG03"	2011	2.54	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0
"SEG04"	2011	1.17	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1
"SEG05"	2011	0.97	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0
"SEG06"	2011	1.59	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
"SEG07"	2011	2.06	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"SEG08"	2011	1.08	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0
"SEG09"	2011	1.87	1	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1
"SEG10"	2011	2.04	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1
"SEG11"	2011	2.04	1	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0
"SEG12"	2011	2.04	1	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0
"SEG13"	2011	1.66	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0
"SEG14"	2011	0.95	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0
"SEG15"	2011	1.37	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1
"SEG16"	2011	1.66	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1
"SEG17"	2011	1.26	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1
"SEG18"	2011	1.37	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0
"SEG19"	2011	1.32	1	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0
"SEG20"	2011	1.73	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG21"	2011	1.33	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG22"	2011	1.86	1	1	1	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0
"SEG23"	2011	1.72	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1
"SEG24"	2011	0.97	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0
"SEG25"	2011	1.37	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	1
"SEG26"	2011	1.42	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0
"SEG27"	2011	0.97	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
"SEG28"	2011	0.97	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0
"SEG29"	2011	0.97	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0
"SEG30"	2011	1.37	1	1	0	1	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"SEG31"	2011	1.37	0	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
"SEG32"	2011	1.37	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0
"SEG33"	2011	2.04	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0
"SEG34"	2011	1.92	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0
"SEG35"	2011	2.07	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG36"	2011	1.17	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG37"	2011	1.99	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
"SEG38"	2011	1.96	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG39"	2011	1.29	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0
"SEG40"	2011	2.22	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG41"	2011	1.61	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"SEG42"	2011	2.09	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0
"SEG43"	2011	2.03	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG44"	2011	1.23	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
"SEG45"	2011	1.68	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0
"SEG46"	2011	2.06	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG47"	2011	1.65	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG48"	2011	1.45	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG49"	2011	1.32	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SEG50"	2011	1.39	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0
"AEG01"	2012	2.35	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1	1	0	1	0	0	0
