"Plot"	"Year"	"LUI"	"Poa_tri"	"Poa_pra"	"Alo_pra"	"Dac_glo"	"Tri_rep"	"Tar_off"	"Lol_per"	"Arr_ela"	"Fes_rub"	"Fes_pra"	"Tri_fla"	"Ely_rep"	"Tri_pra"	"Ran_rep"	"Bro_ere"	"Ran_acr"	"Bro_hor"	"Pla_lan"	"Ant_syl"	"Her_sph"	"Gal_mol"	"Hol_lan"	"Hel_pub"	"Car_hir"	"Bra_pin"	"Pha_aru"
"HEG10"	2013	2.25	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0
"HEG11"	2013	2.25	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0
"HEG12"	2013	3.41	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"HEG13"	2013	1.88	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0
"HEG14"	2013	2.18	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0
"HEG15"	2013	2.17	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0
"HEG16"	2013	1.03	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0
"HEG17"	2013	0.5	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0
"HEG18"	2013	1.12	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0
"HEG19"	2013	0.5	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	0	0	0	0
"HEG20"	2013	0.86	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0
"HEG21"	2013	0.58	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
"HEG22"	2013	1.49	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0
"HEG23"	2013	1.21	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	0	0	0	1	0
"HEG24"	2013	1.46	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0
"HEG25"	2013	1.1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0
"HEG26"	2013	0.98	1	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
"HEG27"	2013	1.81	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	0	1	1	0	1	1	0	1	0	0	0
"HEG28"	2013	1.39	0	1	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0
"HEG29"	2013	1.39	0	1	0	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0
"HEG30"	2013	2.61	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
"HEG31"	2013	2.46	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0
"HEG32"	2013	1.95	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"HEG33"	2013	1.59	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0
"HEG34"	2013	1.57	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
"HEG35"	2013	2.39	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0
"HEG36"	2013	3.03	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
"HEG37"	2013	3.03	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0
"HEG38"	2013	2.61	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0
"HEG39"	2013	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0
"HEG40"	2013	1.6	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0
"HEG41"	2013	0.86	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0
"HEG42"	2013	0.63	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	0	1	0
"HEG43"	2013	1.19	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	1	0	1	0
"HEG44"	2013	0.5	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0
"HEG45"	2013	0.79	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	0	0
"HEG46"	2013	0.73	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
"HEG47"	2013	1.39	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0
"HEG48"	2013	0.98	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0
"HEG49"	2013	1.39	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0
"HEG50"	2013	1.07	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0
"SEG01"	2013	1.39	1	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0
"SEG02"	2013	1.39	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
"SEG03"	2013	1.39	1	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0
"SEG04"	2013	0.94	1	1	1	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1
"SEG05"	2013	0.98	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0
"SEG06"	2013	1.35	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
"SEG07"	2013	1.65	1	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"SEG08"	2013	2.02	1	1	0	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0
"SEG09"	2013	1.92	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1
"SEG10"	2013	1.55	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1
"SEG11"	2013	1.45	1	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0
"SEG12"	2013	1.39	1	0	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0
"SEG13"	2013	1.7	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0
"SEG14"	2013	1.27	1	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0
"SEG15"	2013	1.39	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0
"SEG16"	2013	1.6	1	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1
"SEG17"	2013	1.44	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1
"SEG18"	2013	1.39	0	1	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0
"SEG19"	2013	1.08	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1
"SEG20"	2013	1.73	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
"SEG21"	2013	1.7	0	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG22"	2013	2.3	1	1	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0
"SEG23"	2013	2.32	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1
"SEG24"	2013	0.98	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0
"SEG25"	2013	1.39	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0
"SEG26"	2013	2.32	1	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1
"SEG27"	2013	0.98	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1
"SEG28"	2013	1.39	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0
"SEG29"	2013	0.98	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0
"SEG30"	2013	1.39	1	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0
"SEG31"	2013	1.39	0	1	0	1	0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
"SEG32"	2013	1.39	0	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
"SEG33"	2013	1.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SEG34"	2013	1.13	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0
"SEG35"	2013	1.57	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
"SEG36"	2013	1.32	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SEG37"	2013	1.93	0	1	0	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0
"SEG38"	2013	1.47	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0
"SEG39"	2013	0.93	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
"SEG40"	2013	1.76	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0
"SEG41"	2013	1.96	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"SEG42"	2013	2.69	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0
"SEG43"	2013	1.62	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG44"	2013	1.34	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG45"	2013	1.54	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0
"SEG46"	2013	2.81	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0
"SEG47"	2013	1.6	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG48"	2013	1.7	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
"SEG49"	2013	1.17	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SEG50"	2013	0.95	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0
"AEG01"	2014	2.4	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	0	1	1	1	1	1	0	0	0
"AEG02"	2014	3.49	1	1	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0
"AEG03"	2014	1.37	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0
"AEG04"	2014	1.77	1	0	1	1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0
"AEG05"	2014	2	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0
"AEG06"	2014	2.27	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0
"AEG07"	2014	0.42	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG08"	2014	1.17	1	1	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
"AEG09"	2014	0.72	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG10"	2014	0	0	1	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0
"AEG11"	2014	2.22	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0
"AEG12"	2014	2.05	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0
"AEG13"	2014	2.34	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0
"AEG14"	2014	2.32	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0
"AEG15"	2014	2.68	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0
"AEG16"	2014	1.36	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG17"	2014	1.63	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	0
"AEG18"	2014	2.59	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG19"	2014	1.69	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0
"AEG20"	2014	0.97	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0
"AEG21"	2014	2.16	1	0	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0
"AEG22"	2014	1.55	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0
"AEG23"	2014	1.34	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0
"AEG24"	2014	2.64	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0
"AEG25"	2014	0.56	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
"AEG26"	2014	1.31	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG27"	2014	1.14	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG28"	2014	1.2	1	1	0	1	1	1	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0
"AEG29"	2014	1.27	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	0	0
"AEG30"	2014	1.62	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0
"AEG31"	2014	1.3	1	1	0	1	1	0	0	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0
"AEG32"	2014	0.79	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0
"AEG33"	2014	1.06	0	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0
"AEG34"	2014	1.54	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0
"AEG35"	2014	2.42	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0
"AEG36"	2014	2.42	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1	0	1	1	1	0	0	0
"AEG37"	2014	1.82	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0
"AEG38"	2014	1.34	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0
"AEG39"	2014	1.82	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG40"	2014	1.71	1	1	0	1	0	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0
"AEG41"	2014	2.52	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG42"	2014	2.13	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0
"AEG43"	2014	1.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AEG44"	2014	1.33	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG45"	2014	1.56	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0
"AEG46"	2014	1.48	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0
"AEG47"	2014	0.84	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG48"	2014	0.7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG49"	2014	1.09	0	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0
"AEG50"	2014	1.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HEG01"	2014	2.88	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"HEG02"	2014	1.03	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HEG03"	2014	3.01	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
"HEG04"	2014	3.64	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HEG05"	2014	2.42	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0
"HEG06"	2014	2.27	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0
"HEG07"	2014	1.31	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
"HEG08"	2014	1.31	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0
"HEG09"	2014	0.92	1	1	0	1	1	1	0	1	1	0	1	0	1	0	0	1	0	1	0	0	1	1	1	0	1	0
"HEG10"	2014	1.47	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
"HEG11"	2014	1.11	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0
"HEG12"	2014	3.86	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"HEG13"	2014	1.42	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0
"HEG14"	2014	2.07	1	1	1	1	0	0	0	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0
"HEG15"	2014	2.11	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0
"HEG16"	2014	1.04	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"HEG17"	2014	0.89	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0
"HEG18"	2014	0.57	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0
"HEG19"	2014	0.89	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	0	0	0
"HEG20"	2014	1.08	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	0	0	0	0
"HEG21"	2014	0.57	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
"HEG22"	2014	2.09	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0
"HEG23"	2014	0.95	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0
"HEG24"	2014	1.19	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0
"HEG25"	2014	1.11	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0
"HEG26"	2014	2.06	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
"HEG27"	2014	1.92	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0
"HEG28"	2014	1.34	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0
"HEG29"	2014	1.48	0	1	0	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
"HEG30"	2014	2.3	0	1	0	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0
"HEG31"	2014	2.11	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0
"HEG32"	2014	1.88	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"HEG33"	2014	1.57	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
"HEG34"	2014	2.44	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
"HEG35"	2014	2.97	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0
"HEG36"	2014	2.87	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"HEG37"	2014	2.79	0	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0
"HEG38"	2014	2.08	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1	0
"HEG39"	2014	1.29	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0
"HEG40"	2014	1.57	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0
"HEG41"	2014	1.08	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0
"HEG42"	2014	1.04	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0
"HEG43"	2014	0.82	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	1	0
"HEG44"	2014	1.41	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0
"HEG45"	2014	0.65	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	0	0
"HEG46"	2014	1.18	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0
"HEG47"	2014	2.19	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0
"HEG48"	2014	2.27	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
"HEG49"	2014	2.27	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0
"HEG50"	2014	1.06	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0
"SEG01"	2014	0.95	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0
"SEG02"	2014	1.35	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
"SEG03"	2014	1.37	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
"SEG04"	2014	1.23	1	0	1	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	1
"SEG05"	2014	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0
"SEG06"	2014	1.39	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1
"SEG07"	2014	1.21	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"SEG08"	2014	2.67	1	1	1	0	1	1	0	1	0	1	0	1	1	1	0	0	0	0	1	1	0	1	0	1	0	0
"SEG09"	2014	2.15	1	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1
"SEG10"	2014	1.37	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1
"SEG11"	2014	0.99	1	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0
"SEG12"	2014	0.95	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0
"SEG13"	2014	1.04	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0
"SEG14"	2014	1.29	1	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0
"SEG15"	2014	0.95	1	1	1	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1
"SEG16"	2014	0.95	1	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1
"SEG17"	2014	1.07	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1
